순번,검진기관명,일반,영유아,구강,위암,대장암,간암,유방암,자궁경부암,폐암
3168,루나치과보존과치과의원,,,내원,,,,,,
3169,포레치과의원,,,내원,,,,,,
3170,서울유치과교정과치과의원,,,내원,,,,,,
3171,서울큰나무치과의원,,,내원,,,,,,
3172,서울디테일치과의원,,,내원,,,,,,
3173,아티스치과의원,,,내원,,,,,,
3174,금호정든치과의원,,,내원,,,,,,
3175,연세리버힐치과의원,,,내원,,,,,,
3176,서울보스톤치과의원,,,내원,,,,,,
3177,연세더좋은플란트치과의원,,,내원,,,,,,
3178,연세바롬치과보존과치과의원,,,내원,,,,,,
3179,연세유앤외과의원,,,,,,,내원,,
3180,연세내과의원,내원,,,,,내원,,,
3181,수이비인후과의원,,내원,,,,,,,
3182,에이플러스(A+)산부인과의원,,,,,,,,내원,
3183,행당외과영상의학과의원,내원,,,내원,내원,내원,내원,내원,
3184,마장내과의원,내원,,,내원,내원,내원,,내원,
3185,1삼성탑의원,내원,,,내원,내원,내원,내원,내원,
3186,김차현내과의원,내원,,,내원,,내원,,,
3187,힘내라내과의원,내원,,,내원,내원,내원,내원,,
3188,제이에스(JS)항외과의원,내원,,,내원,내원,내원,,,
3189,삼성키즈소아청소년과의원,,내원,,,,,,,
3190,미래연세내과의원,내원,,,내원,,내원,내원,내원,
3191,아산키즈소아청소년과의원,,내원,,,,,,,
3192,장인내과의원,내원,,,내원,내원,내원,내원,내원,
3193,사랑아이소아청소년과의원,,내원,,,,,,,
3194,조창현내과의원,내원,내원,,내원,내원,내원,내원,내원,
3195,삼성키즈아이(I)소아청소년과의원,,내원,,,,,,,
3196,삼성드림소아청소년과의원,,내원,,,,,,,
3197,단비소아청소년과의원,,내원,,,,,,,
3198,애플산부인과의원,,,,,,,,내원,
3199,엘소아청소년과의원,,내원,,,,,,,
3200,우리좋은내과의원,내원,,,내원,내원,내원,,,
3201,더편한내과의원,내원,,,내원,내원,내원,내원,,
3202,꿈나무소아청소년과의원,,내원,,,,,,,
3203,도담가정의학과의원,,내원,,,,,,,
3204,연세드림소아청소년과의원,,내원,,,,,,,
3205,은준영내과의원,내원,,,내원,내원,내원,내원,내원,
3206,청포도내과예방의학과의원,내원,,,내원,내원,내원,내원,내원,
3207,삼성제이여성의원,,,,,,,,내원,
3208,김태희소아청소년과의원,,내원,,,,,,,
3209,서울숲내과의원,내원,,,내원,내원,,,,
3210,유니스산부인과의원,,,,,,,,내원,
3211,박정환내과의원,내원,,,내원,내원,내원,,내원,
3212,라임치과의원,,,내원,,,,,,
3213,이튼주니어치과의원,,,내원,,,,,,
3214,에이(A)플란트치과의원,,,내원,,,,,,
3215,센트라스치과의원,,,내원,,,,,,
3216,연세고마운치과의원,,,내원+출장,,,,,,
3217,튼튼이소아치과의원,,,내원,,,,,,
3218,소울치과의원,,,내원,,,,,,
3219,서울공감치과의원,,,내원,,,,,,
3220,뚝섬힐링치과의원,,,내원,,,,,,
3221,이진소아청소년과의원,,내원,,,,,,,
3222,금호퍼스트내과의원,내원,,,내원,내원,내원,내원,내원,
3223,센트라스산부인과의원,,,,,,,,내원,
3224,연세더블유산부인과의원,,,,,,,,내원,
3225,서울으뜸내과의원,내원,,,내원,내원,내원,내원,내원,
3226,루미산부인과의원,,,,,,,,내원,
3227,금호누리내과의원,내원,,,내원,내원,내원,내원,내원,
3228,서울당신의내과의원,내원,,,내원,내원,내원,내원,내원,
3229,피어라산부인과의원,,,,,,,,내원,
3230,금호퀸산부인과의원,,,,,,,,내원,
3231,의료법인녹십자의료재단녹십자아이메드서울숲의원,내원,,,내원,내원,내원,내원,내원,
3232,와이키즈소아청소년과의원,,내원,,,,,,,
3233,의료법인풍산의료재단동부제일병원,내원,,,내원,내원,내원,내원,내원,내원
3234,녹색병원,내원,내원,,내원,내원,내원,내원,내원,내원
3235,서울특별시서울의료원,내원,,내원,내원,내원,내원,내원,내원,
3236,강북21세기병원,내원,,,내원,내원,내원,내원,내원,
3237,팔팔병원,내원,,,내원,내원,내원,,,
3238,조앤조병원,내원,,,내원,내원,내원,내원,내원,
3239,서울라본병원,내원,,,내원,내원,내원,,,
3240,늘찬병원,내원,,,내원,내원,내원,내원,내원,
3241,마디세상병원,내원,,,내원,내원,내원,,,
3242,연세산돌병원,내원,,,내원,내원,내원,내원,내원,
3243,태능제일의원,내원,내원,,,,,,,
3244,이상윤의원,,내원,,,,,,,
3245,유정옥산부인과의원,,,,,,,,내원,
3246,장스소아청소년과의원,,내원,,,,,,,
3247,혜림소아청소년과의원,,내원,,,,,,,
3248,정영희산부인과의원,,,,,,,,내원,
3249,동부외과의원,내원,,,,,내원,,,
3250,서울메디칼연합의원,,내원,,,,,,,
3251,진경환내과의원,내원,,,내원,내원,내원,내원,내원,
3252,장스내과의원,내원,,,내원,내원,내원,내원,,
3253,LBO의원,내원,,,내원,내원,내원,내원,내원,
3254,건강한성심의원,내원,,,내원,내원,내원,내원,내원,
3255,전호춘내과의원,내원,,,내원,,내원,,,
3256,신누가의원,내원,,,내원,내원,내원,,내원,
3257,현엠앤엠소아청소년과의원,,내원,,,,,,,
3258,이만길내과의원,내원,,,,,내원,,,
3259,조성윤소아청소년과의원,,내원,,,,,,,
3260,이미경소아청소년과의원,,내원,,,,,,,
3261,1신건우이비인후과의원,,내원,,,,,,,
3262,참좋은의원,,내원,,,,,,,
3263,신내성모정형외과의원,내원,,,,,,,,
3264,소원산부인과의원,,,,,,,,내원,
3265,박철호내과의원,내원,,,내원,내원,내원,,,
3266,최내과의원,,내원,,,,,,,
3267,김지혜소아청소년과의원,,내원,,,,,,,
3268,수아산부인과의원,,,,,,,,내원,
3269,삼성속편한내과의원,내원,,,내원,내원,내원,내원,내원,
3270,동부중앙의원,내원,,,내원,,,,,
3271,양수연소아청소년과의원,,내원,,,,,,,
3272,건항외과의원,내원,,,,내원,,,,
3273,우리소아청소년과의원,,내원,,,,,,,
3274,신필진소아청소년과의원,,내원,,,,,,,
3275,이희수소아청소년과의원,,내원,,,,,,,
3276,이경희산부인과의원,,,,,,,,내원,
3277,편안한내과의원,내원,,,내원,내원,내원,,,
3278,호기영치과의원,,,내원,,,,,,
3279,태광치과의원,,,내원,,,,,,
3280,호산치과의원,,,내원,,,,,,
3281,김세일치과의원,,,내원,,,,,,
3282,신연세치과의원,,,내원,,,,,,
3283,박성택치과의원,,,내원,,,,,,
3284,우성치과의원,,,내원,,,,,,
3285,김현규치과의원,,,내원,,,,,,
3286,미선부부치과의원,,,내원,,,,,,
3287,허훈치과의원,,,내원,,,,,,
3288,다솜치과의원,,,내원,,,,,,
3289,정현구치과의원,,,내원,,,,,,
3290,동산치과의원,,,내원,,,,,,
3291,단아치과의원,,,내원,,,,,,
3292,폴라리스박치과의원,,,내원,,,,,,
3293,LBO산치과의원,,,내원,,,,,,
3294,본치과의원,,,내원,,,,,,
3295,연세치과의원,,,내원,,,,,,
3296,김정환치과의원,,,내원,,,,,,
3297,행복한치과의원,,,내원,,,,,,
3298,석치과의원,,,내원,,,,,,
3299,권치과의원,,,내원,,,,,,
3300,금란치과의원,,,내원,,,,,,
3301,서울치과의원,,,내원,,,,,,
3302,닥터하엘치과의원,,,내원,,,,,,
3303,청치과의원,,,내원,,,,,,
3304,우림치과의원,,,내원,,,,,,
3305,이안치과의원,,,내원,,,,,,
3306,굿모닝치과의원,,,내원,,,,,,
3307,서영주치과의원,,,내원,,,,,,
3308,e-편한치과의원,,,내원,,,,,,
3309,서울탑치과의원,,,내원,,,,,,
3310,자연미치과의원,,,내원+출장,,,,,,
3311,은혜치과의원,,,내원,,,,,,
3312,미소사랑치과의원,,,내원,,,,,,
3313,연세밝은아이치과의원,,,내원,,,,,,
3314,연세좋은치과의원,,,내원,,,,,,
3315,이홍규치과의원,,,내원,,,,,,
3316,신내부부치과의원,,,내원,,,,,,
3317,예인치과의원,,,내원,,,,,,
3318,예스치과의원,,,내원,,,,,,
3319,크리덴트치과의원,,,내원,,,,,,
3320,이사랑치과의원,,,내원,,,,,,
3321,제일치과의원,,,내원,,,,,,
3322,녹색치과의원,,,내원,,,,,,
3323,호치과의원,,,내원,,,,,,
3324,화이트e치과의원,,,내원,,,,,,
3325,나비드치과의원,,,내원+출장,,,,,,
3326,그린비치과의원,,,내원,,,,,,
3327,우리들치과의원,,,내원,,,,,,
3328,이존치과의원,,,내원,,,,,,
3329,서울조은치과의원,,,내원,,,,,,
3330,리더스치과의원,,,내원,,,,,,
3331,서울플러스치과의원,,,내원,,,,,,
3332,밝은명치과의원,,,내원,,,,,,
3333,강북편한치과의원,,,내원,,,,,,
3334,미플란트치과의원,,,내원,,,,,,
3335,미드미치과의원,,,내원,,,,,,
3336,정다운임치과의원,,,내원,,,,,,
3337,로하스치과의원,,,내원,,,,,,
3338,오늘치과의원,,,내원,,,,,,
3339,시카고웰빙치과의원,,,내원,,,,,,
3340,서울열린치과의원,,,내원,,,,,,
3341,예이랑치과교정과치과의원,,,내원,,,,,,
3342,서울닥터우치과의원,,,내원,,,,,,
3343,나우치과의원,,,내원,,,,,,
3344,서울엠플러스치과의원,,,내원,,,,,,
3345,엘에이치과의원,,,내원,,,,,,
3346,UC성심치과의원,,,내원,,,,,,
3347,연세림치과의원,,,내원,,,,,,
3348,서울미소치과의원,,,내원,,,,,,
3349,서울찬치과의원,,,내원,,,,,,
3350,서울플란트치과의원,,,내원,,,,,,
3351,유디치과의원,,,내원,,,,,,
3352,보스톤킹치과의원,,,내원,,,,,,
3353,아름드리치과의원,,,내원,,,,,,
3354,서울에셀치과의원,,,내원,,,,,,
3355,서울갤러리치과의원,,,내원,,,,,,
3356,연세다정치과의원,,,내원,,,,,,
3357,동네치과의원,,,내원,,,,,,
3358,미플러스치과의원,,,내원,,,,,,
3359,서울모두치과의원,,,내원,,,,,,
3360,서울민트치과의원,,,내원,,,,,,
3361,이삭치과의원,,,내원,,,,,,
3362,서울본치과의원,,,내원,,,,,,
3363,지티치과의원,,,내원,,,,,,
3364,인치과의원,,,내원,,,,,,
3365,서울위드치과의원,,,내원,,,,,,
3366,서울센트럴치과의원,,,내원,,,,,,
3367,행복미소치과의원,,,내원,,,,,,
3368,중화다인치과의원,,,내원,,,,,,
3369,로덴치과의원,,,내원,,,,,,
3370,바른정성치과의원,,,내원,,,,,,
3371,서울감동치과의원,,,내원,,,,,,
3372,서울공감치과의원,,,내원,,,,,,
3373,서울홍치과의원,,,내원,,,,,,
3374,바른플란트치과의원,,,내원,,,,,,
3375,지안치과의원,,,내원,,,,,,
3376,채움치과의원,,,내원,,,,,,
3377,서울튼튼치과의원,,,내원,,,,,,
3378,브랜뉴치과의원,,,내원,,,,,,
3379,서울더스마일치과의원,,,내원,,,,,,
3380,닥터굿플란트치과의원,,,내원,,,,,,
3381,친절한서치과의원,,,내원,,,,,,
3382,연세더베스트치과의원,,,내원,,,,,,
3383,미유치과의원,,,내원,,,,,,
3384,선한미소치과의원,,,내원,,,,,,
3385,글로리치과교정과치과의원,,,내원,,,,,,
3386,서울일등치과의원,,,내원,,,,,,
3387,굿모닝뉴욕치과의원,,,내원,,,,,,
3388,연세위드치과의원,,,내원,,,,,,
3389,동부드림치과의원,,,내원,,,,,,
3390,골드치과의원,,,내원,,,,,,
3391,더바른치과의원,,,내원,,,,,,
3392,바른DK치과의원,,,내원,,,,,,
3393,바른정치과의원,,,내원,,,,,,
3394,중랑퍼스트치과의원,,,내원,,,,,,
3395,연세처음치과의원,,,내원,,,,,,
3396,이튼튼치과의원,,,내원,,,,,,
3397,김효정소아과의원,,내원,,,,,,,
3398,미래신경과의원,내원,,,내원,내원,,,,
3399,윤혜정산부인과의원,,,,,,,,내원,
3400,서울우리들내과의원,내원,,,내원,내원,내원,내원,내원,
3401,서울내과의원,내원,,,내원,내원,내원,내원,내원,
3402,정진내과의원,내원,,,내원,내원,내원,,,
3403,소망연합의원,내원,,,,,내원,,,
3404,덕제내과의원,내원,내원,,내원,내원,내원,내원,내원,
3405,속편안내과의원,내원,,,내원,내원,내원,,,
3406,서울삼성수가정의학과의원,내원,내원,,내원,내원,내원,내원,내원,
3407,서울아산내과의원,내원,,,내원,내원,내원,내원,내원,
3408,키즈웰소아청소년과의원,,내원,,,,,,,
3409,왕소아과의원,,내원,,,,,,,
3410,엔트리의원,내원,,,내원,내원,내원,내원,내원,
3411,메디렌느산부인과의원,,,,,,,,내원,
3412,박용현내과의원,내원,,,내원,내원,내원,,,
3413,아산센트럴의원,내원,내원,,내원,내원,내원,,,
3414,성모내과의원,내원,,,내원,내원,내원,,,
3415,신우내과의원,내원,,,내원,내원,내원,내원,내원,
3416,최진우내과의원,내원,,,내원,내원,,,,
3417,참빛소아청소년과의원,,내원,,,,,,,
3418,해아이비인후과의원,,내원,,,,,,,
3419,엠코소아청소년과의원,,내원,,,,,,,
3420,서울굿모닝내과의원,내원,,,내원,내원,내원,내원,내원,
3421,좋은서울의원,,내원,,,,,,,
3422,열린가족의원,내원,,,,,,,,
3423,우리들연세내과의원,내원,,,내원,내원,내원,,,
3424,정다운내과의원,내원,,,내원,내원,내원,,내원,
3425,프라임성모내과의원,내원,,,내원,내원,내원,내원,내원,
3426,늘편한내과의원,내원,,,내원,내원,내원,내원,내원,
3427,플러스내과의원,내원,,,내원,내원,내원,내원,내원,
3428,유앤장내과의원,내원,,,내원,내원,내원,내원,,
3429,강북제일내과의원,내원,,,내원,내원,내원,내원,내원,
3430,바로이비인후과의원,,내원,,,,,,,
3431,연세미&진치과의원,,,내원,,,,,,
3432,사람사랑치과의원,,,내원,,,,,,
3433,김종현치과의원,,,내원,,,,,,
3434,서울굿모닝치과의원,,,내원,,,,,,
3435,서울유노치과의원,,,내원,,,,,,
3436,서울행복치과의원,,,내원,,,,,,
3437,고마운치과의원,,,내원,,,,,,
3438,연세그린치과의원,,,내원,,,,,,
3439,세란치과의원,,,내원,,,,,,
3440,아름미소치과의원,,,내원,,,,,,
3441,서울미듬직치과의원,,,내원,,,,,,
3442,다온치과의원,,,내원,,,,,,
3443,바른선택치과의원,,,내원,,,,,,
3444,장스여성병원,,,,,,,,내원,
3445,슬기로운산부인과의원,,,,,,,,내원,
3446,모연산부인과의원,,,,,,,,내원,
3447,홍이내과의원,내원,,,내원,내원,내원,내원,내원,
3448,라온소아청소년과의원,,내원,,,,,,,
3449,먹골본내과의원,내원,,,내원,내원,내원,내원,내원,
3450,면목다솔내과의원,내원,,,내원,내원,내원,내원,내원,
3451,중랑연세내과의원,내원,,,내원,내원,내원,,,
3452,더편한내과의원,내원,,,내원,내원,내원,내원,내원,
3453,연세숲내과의원,내원,,,,,,,,
3454,면목연세석내과의원,내원,,,,,내원,,,
3455,늘찬의원,내원,,,내원,내원,내원,내원,내원,
3456,의료법인성화의료재단대한병원,내원+출장,,,내원,내원,내원,내원,내원,
3457,서울현대병원,내원+출장,,,내원,내원,내원,내원,내원,
3458,국립재활원,내원,,내원,내원,,,내원,내원,
3459,신일병원,내원,,,내원,내원,내원,내원,내원,
3460,햇빛병원,내원,내원,,내원,내원,내원,내원,내원,
3461,민병원,내원,,,내원,내원,내원,내원,내원,
3462,강북으뜸병원,내원,,,내원,내원,내원,내원,내원,
3463,서울유병원,내원,,,내원,내원,내원,내원,내원,
3464,삼양제일내과의원,내원,,,내원,내원,내원,,,
3465,서울삼양의원,,,,,,,,내원,
3466,서울하나의원,,내원,,,,,,,
3467,우리이웃의원,,,,,,,,내원,
3468,우리의원,,내원,,,,,,,
3469,예일소아청소년과의원,,내원,,,,,,,
3470,황소아청소년과의원,,내원,,,,,,,
3471,강원석내과의원,내원,,,내원,내원,내원,,,
3472,서울우리의원,내원,,,내원,,내원,,,
3473,우리성내과의원,내원,,,내원,내원,내원,내원,내원,
3474,김영재내과의원,내원,,,내원,,내원,,,
3475,백제열린의원,내원,,,내원,,내원,내원,,
3476,김보연산부인과의원,,,,,,,,내원,
3477,동서제일의원,내원,,,내원,내원,내원,내원,내원,
3478,방외과의원,내원,,,내원,내원,,,,
3479,현의원,내원,내원,,,,내원,,내원,
3480,미래소아청소년과의원,,내원,,,,,,,
3481,메트로내과의원,내원,내원,,내원,내원,내원,내원,내원,
3482,메이디산부인과의원,,,,,,,,내원,
3483,정소아청소년과의원,,내원,,,,,,,
3484,최윤영내과의원,내원,내원,,내원,내원,내원,내원,내원,
3485,나눔의원,내원,,,,,내원,,,
3486,연세내과의원,내원,,,내원,,내원,,,
3487,경희치과병원,,,내원,,,,,,
3488,김현풍치과의원,,,내원,,,,,,
3489,강북경희치과의원,,,내원,,,,,,
3490,강기호치과의원,,,내원,,,,,,
3491,한스치과의원,,,내원,,,,,,
3492,유재형치과의원,,,내원,,,,,,
3493,박주식치과의원,,,내원,,,,,,
3494,길치과의원,,,내원,,,,,,
3495,일심치과의원,,,내원,,,,,,
3496,배상남치과의원,,,내원,,,,,,
3497,세란치과의원,,,내원,,,,,,
3498,황치과의원,,,내원,,,,,,
3499,이명우치과의원,,,내원,,,,,,
3500,김병주치과의원,,,내원,,,,,,
3501,윤성호치과의원,,,내원,,,,,,
3502,유제윤치과의원,,,내원,,,,,,
3503,강북이사랑치과의원,,,내원,,,,,,
3504,상아치과의원,,,내원,,,,,,
3505,박앤이서울치과의원,,,내원,,,,,,
3506,김진국치과의원,,,내원,,,,,,
3507,새한치과의원,,,내원,,,,,,
3508,이좋은치과의원,,,내원,,,,,,
3509,서울미소탑치과의원,,,내원,,,,,,
3510,e-좋은치과의원,,,내원,,,,,,
3511,하얀새이치과의원,,,내원,,,,,,
3512,번동현대치과의원,,,내원,,,,,,
3513,한마음치과의원,,,내원,,,,,,
3514,뉴욕M치과의원,,,내원,,,,,,
3515,베스트엠치과의원,,,내원,,,,,,
3516,미아서울치과의원,,,내원,,,,,,
3517,강북서울치과의원,,,내원,,,,,,
3518,우리들성심치과의원,,,내원,,,,,,
3519,연세꼬마이치과의원,,,내원,,,,,,
3520,서울미소치과의원,,,내원,,,,,,
3521,에이스치과의원,,,내원,,,,,,
3522,연세믿음치과의원,,,내원,,,,,,
3523,뉴밀레니엄치과의원,,,내원,,,,,,
3524,현대플러스치과의원,,,내원+출장,,,,,,
3525,류앤고치과의원,,,내원,,,,,,
3526,e조은치과의원,,,내원,,,,,,
3527,본치과의원,,,내원,,,,,,
3528,그린치과의원,,,내원,,,,,,
3529,봄의미소치과의원,,,내원,,,,,,
3530,서울정치과의원,,,내원,,,,,,
3531,연세고운미소치과의원,,,내원,,,,,,
3532,웰치과의원,,,내원,,,,,,
3533,2080치과의원,,,내원,,,,,,
3534,스노우치과의원,,,내원,,,,,,
3535,화평치과의원,,,내원,,,,,,
3536,영치과의원,,,내원,,,,,,
3537,유디치과의원,,,내원,,,,,,
3538,연세수치과의원,,,내원,,,,,,
3539,해오름치과의원,,,내원,,,,,,
3540,강북가이드치과의원,,,내원,,,,,,
3541,행복플러스치과의원,,,내원,,,,,,
3542,미래로치과의원,,,내원,,,,,,
3543,행복한미소치과의원,,,내원,,,,,,
3544,루덴치과의원,,,내원,,,,,,
3545,행복담은샘치과의원,,,내원,,,,,,
3546,해피아이치과의원,,,내원,,,,,,
3547,인플란트치과의원,,,내원,,,,,,
3548,서울삼성치과의원,,,내원,,,,,,
3549,김치과의원,,,내원,,,,,,
3550,서울공감치과의원,,,내원,,,,,,
3551,가바치과교정과치과의원,,,내원,,,,,,
3552,임플러스치과의원,,,내원,,,,,,
3553,강북예일치과의원,,,내원,,,,,,
3554,연세뉴욕치과의원,,,내원,,,,,,
3555,서울민치과의원,,,내원,,,,,,
3556,닥터박치과의원,,,내원,,,,,,
3557,다온미소치과의원,,,내원,,,,,,
3558,서울숙면치과의원,,,내원,,,,,,
3559,서울굿타임치과의원,,,내원,,,,,,
3560,서울메종치과의원,,,내원,,,,,,
3561,타임플란트치과의원,,,내원,,,,,,
3562,서울민플러스치과의원,,,내원,,,,,,
3563,강북바를정치과의원,,,내원,,,,,,
3564,S다인치과의원,,,내원,,,,,,
3565,서울장플란트치과의원,,,내원,,,,,,
3566,연세닥터스치과의원,,,내원,,,,,,
3567,강북백상치과의원,,,내원,,,,,,
3568,서영수치과의원,,,내원,,,,,,
3569,서울엘리트치과의원,,,내원,,,,,,
3570,서울팰리스치과의원,,,내원,,,,,,
3571,서울정석치과의원,,,내원,,,,,,
3572,이선생치과의원,,,내원,,,,,,
3573,담소치과의원,,,내원,,,,,,
3574,박병규내과의원,,내원,,,,,,,
3575,서현산부인과의원,,,,,,,,내원,
3576,엠에스아산내과의원,내원,,,내원,내원,내원,,내원,
3577,내일내과의원,내원,,,내원,내원,내원,내원,내원,
3578,제이유산부인과의원,,,,,,,,내원,
3579,미래아이산부인과의원,,,,,,,,내원,
3580,강북삼성의원,내원,내원,,,,내원,,,
3581,참조은의원,내원,,,내원,내원,내원,내원,내원,
3582,한사랑의원,내원,,,내원,내원,내원,내원,내원,
3583,홍종서내과의원,내원,,,내원,,내원,,,
3584,아가엄마여성의원,,,,,,,내원,내원,
3585,강북연세내과의원,내원,,,내원,내원,내원,내원,내원,
3586,닥터맘소아청소년과의원,,내원,,,,,,,
3587,조한표내과의원,내원,,,내원,내원,내원,,,
3588,지안이비인후과의원,,내원,,,,,,,
3589,지인소아청소년과의원,,내원,,,,,,,
3590,서울우리내과의원,내원,,,내원,내원,내원,내원,내원,
3591,신내과의원,내원,,,내원,내원,내원,,,
3592,미애로여성의원,,,,,,,,내원,
3593,스마일내과의원,내원,내원,,내원,내원,내원,내원,내원,
3594,예코이비인후과의원,,내원,,,,,,,
3595,김형건내과의원,내원,,,내원,내원,내원,,,
3596,건강드림내과의원,내원,내원,,내원,내원,내원,내원,내원,
3597,삼성드림소아청소년과의원,,내원,,,,,,,
3598,용소아청소년과의원,,내원,,,,,,,
3599,365메디의원,내원,,,내원,내원,내원,내원,내원,
3600,푸른성모이비인후과의원,,내원,,,,,,,
3601,연세백세내과의원,내원,,,내원,내원,내원,,내원,
3602,365항외과의원,내원,,,내원,내원,,,,
3603,리앤여성의원,,,,,,,,내원,
3604,시원내과의원,내원,,,내원,내원,내원,,,
3605,우리베스트내과의원,내원,,,내원,내원,내원,내원,내원,
3606,서울봄연합의원,내원,내원,,내원,내원,내원,내원,내원,
3607,서울류내과의원,내원,,,내원,내원,내원,,,
3608,강북편한내과의원,내원,,,내원,내원,내원,내원,내원,
3609,서울에이치내과의원,내원,,,내원,내원,내원,내원,내원,
3610,원더플란트치과의원,,,내원,,,,,,
3611,더예쁜치과의원,,,내원+출장,,,,,,
3612,서울J플란트치과의원,,,내원,,,,,,
3613,엠플란트치과의원,,,내원,,,,,,
3614,서울예람치과의원,,,내원,,,,,,
3615,선한치과의원,,,내원,,,,,,
3616,서울삼성본치과의원,,,내원,,,,,,
3617,서울수치과의원,,,내원,,,,,,
3618,미아경희치과의원,,,내원,,,,,,
3619,서울우이치과의원,,,내원,,,,,,
3620,햇살아이의원,,내원,,,,,,,
3621,수유탑내과의원,내원,,,내원,내원,내원,내원,내원,
3622,서울조이내과의원,내원,,,내원,내원,내원,내원,내원,
3623,수유드림내과의원,내원,,,내원,내원,내원,내원,내원,
3624,서울원플러스의원,내원+출장,,,내원+출장,내원+출장,내원,내원+출장,내원,
3625,강북성모내과의원,내원,,,내원,내원,내원,내원,내원,
3626,서울더블유W내과의원,내원,,,내원,내원,내원,내원,내원,
3627,서울바른내과의원,내원,,,내원,내원,내원,내원,내원,
3628,지혜로운의원,,,,,,,내원,,
3629,의료법인한전의료재단한일병원,내원+출장,내원,내원+출장,내원,내원,내원,내원,내원,내원
3630,바로선병원,내원,,,내원,내원,내원,내원,내원,
3631,에이치큐브병원,내원,내원,,내원,내원,내원,내원,내원,
3632,의료법인상원의료재단강북힘찬병원,내원,,,내원,내원,내원,,,
3633,서울노보스병원,내원,,,내원,내원,내원,내원,내원,
3634,이영수의원,내원,,,,,,,,
3635,신창내과의원,내원,,,내원,내원,내원,내원,내원,
3636,이강보산부인과의원,,,,,,,,내원,
3637,다우미즈산부인과의원,,,,,,,,내원,
3638,이계자소아청소년과의원,,내원,,,,,,,
3639,유덕기내과의원,내원,,,내원,내원,내원,,내원,
3640,신동아의원,,내원,,,,,,,
3641,이수현내과의원,내원,,,내원,,내원,,,
3642,가족건강의원,,내원,,,,,,,
3643,유내과의원,내원,,,내원,,내원,,,
3644,강준구내과의원,내원,,,내원,내원,내원,내원,내원,
3645,늘편한의원,,내원,,,,,,,
3646,사랑가득중앙의원,,내원,,,,,,,
3647,박의수소아청소년과의원,,내원,,,,,,,
3648,양산부인과의원,,,,,,,,내원,
3649,강소아과의원,,내원,,,,,,,
3650,엔젤아이의원,,내원,,,,,,,
3651,주용진내과의원,내원,,,내원,내원,내원,,,
3652,의료법인풍산의료재단창동제일의원,내원,,,내원,내원,내원,내원,내원,
3653,혜정산부인과의원,,,,,,,,내원,
3654,서울내과의원,내원,,,내원,내원,내원,,,
3655,김현소아청소년과의원,,내원,,,,,,,
3656,김윤자내과의원,내원,,,,,내원,,,
3657,로덴성문치과병원,,,내원,,,,,,
3658,김철훈치과의원,,,내원,,,,,,
3659,유인영치과의원,,,내원,,,,,,
3660,미소치과의원,,,내원,,,,,,
3661,미플러스치과의원,,,내원,,,,,,
3662,연세치과의원,,,내원,,,,,,
3663,우리가족e치과의원,,,내원,,,,,,
3664,이종성치과의원,,,내원,,,,,,
3665,신원치과의원,,,내원,,,,,,
3666,김성민치과의원,,,내원,,,,,,
3667,한마음치과의원,,,내원,,,,,,
3668,마음편한치과의원,,,내원,,,,,,
3669,제일치과의원,,,내원,,,,,,
3670,홍영란치과의원,,,내원,,,,,,
3671,박진수치과의원,,,내원,,,,,,
3672,아름다운치과의원,,,내원,,,,,,
3673,임상수치과의원,,,내원,,,,,,
3674,이상복치과의원,,,내원,,,,,,
3675,강북다인치과의원,,,내원,,,,,,
3676,강북연세치과의원,,,내원,,,,,,
3677,김홍욱치과의원,,,내원,,,,,,
3678,신혜정치과의원,,,내원,,,,,,
3679,우신치과의원,,,내원,,,,,,
3680,최신치과의원,,,내원,,,,,,
3681,서정치과의원,,,내원,,,,,,
3682,강치과의원,,,내원,,,,,,
3683,연세현치과의원,,,내원,,,,,,
3684,이은균치과의원,,,내원,,,,,,
3685,최종호치과의원,,,내원,,,,,,
3686,최재영치과의원,,,내원,,,,,,
3687,이사랑턱치과의원,,,내원,,,,,,
3688,고운이치과의원,,,내원,,,,,,
3689,수치과의원,,,내원,,,,,,
3690,미라인치과의원,,,내원,,,,,,
3691,프라임치과의원,,,내원,,,,,,
3692,하얀치과의원,,,내원,,,,,,
3693,삼성치과의원,,,내원,,,,,,
3694,서울이사랑치과의원,,,내원,,,,,,
3695,이사랑치과의원,,,내원,,,,,,
3696,연세웰치과의원,,,내원,,,,,,
3697,서울열린치과의원,,,내원,,,,,,
3698,도봉美치과의원,,,내원,,,,,,
3699,연세위드치과의원,,,내원,,,,,,
3700,서울리즈치과의원,,,내원,,,,,,
3701,창동서울치과의원,,,내원,,,,,,
3702,e사랑치과의원,,,내원,,,,,,
3703,예도치과의원,,,내원,,,,,,
3704,연세키즈몽치과의원,,,내원,,,,,,
3705,예다움치과의원,,,내원,,,,,,
3706,웰치과의원,,,내원,,,,,,
3707,뉴욕퍼스트치과의원,,,내원,,,,,,
3708,e-안치과의원,,,내원,,,,,,
3709,하나로치과의원,,,내원,,,,,,
3710,무아치과교정과치과의원,,,내원,,,,,,
3711,도봉안심치과의원,,,내원,,,,,,
3712,연세한치과의원,,,내원,,,,,,
3713,지인치과의원,,,내원+출장,,,,,,
3714,서울플러스치과의원,,,내원,,,,,,
3715,이랑치과의원,,,내원,,,,,,
3716,다움치과의원,,,내원,,,,,,
3717,드림S치과의원,,,내원,,,,,,
3718,유디치과의원,,,내원,,,,,,
3719,행복치과의원,,,내원,,,,,,
