순번,검진기관명,일반,영유아,구강,위암,대장암,간암,유방암,자궁경부암,폐암
1,한림대학교한강성심병원,내원,,,,,,,,
2,한림대학교강남성심병원,내원,내원,,내원,내원,내원,내원,내원,내원
3,성애의료재단성애병원,내원,내원,내원,내원,내원,내원,내원,내원,내원
4,대림성모병원,내원,,내원,내원,내원,내원,내원,내원,내원
5,명지성모병원,내원,,,내원,내원,내원,내원,내원,내원
6,씨엠병원,내원,,,내원,내원,내원,내원,내원,내원
7,의료법인인봉의료재단영등포병원,내원+출장,,내원,내원+출장,내원+출장,내원,내원+출장,내원,
8,건양의료재단김안과병원,내원,,,,,,,,
9,의료법인춘혜의료재단명지춘혜재활병원,내원,,,,,내원,,내원,
10,새길병원,내원,,,내원,내원,내원,내원,,
11,한강수병원,내원+출장,,,내원,내원+출장,내원,,내원,
12,신세계서울병원,내원,,,내원,내원,내원,내원,내원,
13,재단법인한국산업보건환경연구소부설해상병원,내원,,,,,,,,
14,김정묵내과의원,내원,,,내원,내원,내원,,,
15,백내과의원,내원,,,내원,내원,내원,,,
16,원일한상룡내과의원,내원,,,내원,,내원,,,
17,이상태산부인과의원,,,,,,,,내원,
18,연세이충호산부인과의원,,,,,,,,내원,
19,세인산부인과의원,,,,,,,,내원,
20,명소아청소년과의원,,내원,,,,,,,
21,삼성키즈소아청소년과의원,,내원,,,,,,,
22,킴앤리소아청소년과이비인후과의원,,내원,,,,,,,
23,문현창내과의원,내원,,,,,내원,,,
24,정해익소아청소년과의원,,내원,,,,,,,
25,이중연내과의원,내원,,,내원,,,,,
26,의료법인창덕의료재단필립의원,내원,,내원,내원,내원,내원,내원,내원,
27,윤민소아청소년과의원,,내원,,,,,,,
28,연세우리소아청소년과의원,,내원,,,,,,,
29,김영준소아청소년과의원,,내원,,,,,,,
30,최하주소아청소년과의원,,내원,,,,,,,
31,박진소아청소년과의원,,내원,,,,,,,
32,신풍내과의원,내원,,,내원,내원,내원,,,
33,서울우리내과의원,내원,,,내원,내원,내원,내원,내원,
34,백근욱내과의원,내원,,,내원,내원,내원,내원,내원,
35,라메르산부인과의원,내원,,,,,,내원,내원,
36,한빛내과의원,내원,,,내원,,내원,,,
37,연세행복한가정의학과의원,내원,,,,,,,,
38,영신치과의원,,,내원,,,,,,
39,명치과의원,,,내원,,,,,,
40,당산치과의원,,,내원,,,,,,
41,이혜영치과의원,,,내원,,,,,,
42,박치과의원,,,내원,,,,,,
43,이영석치과의원,,,내원,,,,,,
44,앰앤드디치과의원,,,내원,,,,,,
45,남서울치과의원,,,내원,,,,,,
46,하얀치과의원,,,내원,,,,,,
47,안앤유치과의원,,,내원,,,,,,
48,2080치과의원,,,내원,,,,,,
49,김원식치과의원,,,내원,,,,,,
50,연세봄치과의원,,,내원,,,,,,
51,원치과의원,,,내원,,,,,,
52,정민치과의원,,,내원,,,,,,
53,이중헌치과의원,,,내원,,,,,,
54,정연진치과의원,,,내원,,,,,,
55,남상치과의원,,,내원,,,,,,
56,윤정석치과의원,,,내원,,,,,,
57,뉴욕이치과의원,,,내원,,,,,,
58,엠스치과의원,,,내원,,,,,,
59,세명치과의원,,,내원,,,,,,
60,아름다운치과의원,,,내원,,,,,,
61,원플러스치과의원,,,내원,,,,,,
62,서울웰치과의원,,,내원,,,,,,
63,메이플치과의원,,,내원,,,,,,
64,금강치과의원,,,내원,,,,,,
65,수인치과의원,,,내원,,,,,,
66,연세고른이치과의원,,,내원,,,,,,
67,미림치과의원,,,내원,,,,,,
68,연세덕원치과의원,,,내원,,,,,,
69,고운이치과의원,,,내원,,,,,,
70,한빛치과의원,,,내원,,,,,,
71,우리치과의원,,,내원,,,,,,
72,유기종치과의원,,,내원,,,,,,
73,미연세치과의원,,,내원,,,,,,
74,푸른치과의원,,,내원,,,,,,
75,연세리더스치과의원,,,내원,,,,,,
76,화이트플러스치과의원,,,내원,,,,,,
77,경원치과의원,,,내원,,,,,,
78,스마일치과의원,,,내원,,,,,,
79,우리들치과의원,,,내원,,,,,,
80,행복한치과의원,,,내원,,,,,,
81,영치과의원,,,내원,,,,,,
82,연세플러스치과의원,,,내원,,,,,,
83,연세원치과의원,,,내원,,,,,,
84,미소최치과의원,,,내원,,,,,,
85,미소치과의원,,,내원,,,,,,
86,당산서울치과의원,,,내원,,,,,,
87,화이트치과의원,,,내원,,,,,,
88,늘푸른지에스치과의원,,,내원,,,,,,
89,서울맑은치과의원,,,내원,,,,,,
90,유아이씨시카고치과의원,,,내원,,,,,,
91,새싹사랑치과의원,,,내원,,,,,,
92,햇살가득한치과의원,,,내원,,,,,,
93,키즈웰소아치과의원,,,내원,,,,,,
94,미앤미치과의원,,,내원,,,,,,
95,와이플란트치과의원,,,내원,,,,,,
96,웰치과의원,,,내원,,,,,,
97,늘사랑치과의원,,,내원,,,,,,
98,이튼치과의원,,,내원,,,,,,
99,해온치과의원,,,내원,,,,,,
100,오플란트치과의원,,,내원,,,,,,
101,시카고부부치과의원,,,내원,,,,,,
102,제일중앙치과의원,,,내원,,,,,,
103,보스톤서울치과의원,,,내원,,,,,,
104,서울더좋은치과의원,,,내원,,,,,,
105,서울플러스치과의원,,,내원,,,,,,
106,가이드치과의원,,,내원,,,,,,
107,라온치과의원,,,내원,,,,,,
108,바른플란트치과의원,,,내원,,,,,,
109,사람사랑치과의원,,,내원,,,,,,
110,신길하나치과의원,,,내원,,,,,,
111,영등포연세이편한치과의원,,,내원,,,,,,
112,연세채움치과의원,,,내원,,,,,,
113,반듯한치과의원,,,내원,,,,,,
114,올굿치과의원,,,내원,,,,,,
115,연세바른이치과의원,,,내원,,,,,,
116,당산원치과의원,,,내원,,,,,,
117,내이플란트치과의원,,,내원,,,,,,
118,이우주치과의원,,,내원,,,,,,
119,키즈앤패밀리치과의원,,,내원,,,,,,
120,지노치과의원,,,내원,,,,,,
121,연세이좋은치과의원,,,내원,,,,,,
122,함께하는치과의원,,,내원,,,,,,
123,퍼스트치과의원,,,내원,,,,,,
124,서울그랜드치과의원,,,내원,,,,,,
125,덴티스킨치과의원,,,내원,,,,,,
126,미소현치과의원,,,내원,,,,,,
127,당산수치과의원,,,내원,,,,,,
128,더클래식치과의원,,,내원,,,,,,
129,연세감동치과의원,,,내원,,,,,,
130,서울아이사랑치과의원,,,내원,,,,,,
131,신길퍼스트치과의원,,,내원,,,,,,
132,서울고운이치과의원,,,내원,,,,,,
133,서울초이스치과의원,,,내원,,,,,,
134,미소정원치과의원,,,내원,,,,,,
135,88월드치과의원,,,내원,,,,,,
136,연세이로운치과의원,,,내원,,,,,,
137,365열린치과의원,,,내원,,,,,,
138,연세준치과의원,,,내원,,,,,,
139,서울센트럴치과의원,,,내원,,,,,,
140,서울슬기로운치과의원,,,내원,,,,,,
141,신풍미소치과의원,,,내원,,,,,,
142,연세프라임치과의원,,,내원,,,,,,
143,연세온치과의원,,,내원,,,,,,
144,마리아내과의원,내원,,,내원,내원,내원,,,
145,대우명소아과의원,,내원,,,,,,,
146,열린마음의원,,내원,,,,,,,
147,로뎀나무내과의원,내원,,,내원,내원,내원,내원,내원,
148,아산키즈소아청소년과의원,,내원,,,,,,,
149,조은내과의원,내원,,,내원,내원,내원,,,
150,신풍산부인과의원,,,,,,,,내원,
151,꽃세산부인과의원,,,,,,,,내원,
152,연세바른내과의원,내원,,,내원,내원,내원,,,
153,연세내과의원,내원,,,내원,내원,내원,내원,내원,
154,신남영상의학과의원,내원,,,내원,내원,내원,내원,내원,
155,이화퀸산부인과의원,,,,,,,,내원,
156,도림편한내과의원,내원,,,내원,내원,내원,,,
157,이강원이비인후과의원,,내원,,,,,,,
158,속편한내과의원,내원,,,내원,내원,내원,내원,내원,
159,지앤유산부인과의원,,,,,,,,내원,
160,유앤유외과의원,,,,,,,내원,,
161,박명석내과의원,내원,,,,,내원,,,
162,아란태산부인과의원,,내원,,,,,내원,내원,
163,아이엘산부인과소아청소년과의원,내원,내원,,,,,내원,내원,
164,대명앰알씨티의원,내원,,,내원,내원,내원,내원,내원,
165,신길연세365의원,내원,,,내원,내원,내원,내원,내원,
166,류운석내과의원,내원,,,내원,내원,내원,,,
167,림스내과의원,내원,내원,,내원,내원,내원,,,
168,연세센트럴소아청소년과의원,,내원,,,,,,,
169,박석준성모내과의원,내원,,,내원,내원,내원,내원,내원,
170,정의원,내원,,,,,,,,
171,국민건강내과의원,내원+출장,,,내원,내원,내원,내원,내원,
172,김환열내과의원,내원,,,내원,내원,내원,,,
173,아람연세소아청소년과의원,,내원,,,,,,,
174,자연산부인과의원,,,,,,,,내원,
175,웃는아이소아청소년과의원,,내원,,,,,,,
176,이덕기내과의원,내원,,,내원,내원,내원,내원,내원,
177,연세부영가정의학과의원,,내원,,,,,,,
178,베스트산부인과의원,,,,,,,,내원,
179,삼성드림소아청소년과의원,,내원,,,,,,,
180,연세준내과의원,내원,,,내원,내원,내원,,,
181,삼육오속편한내과의원,내원,,,내원,내원,내원,내원,내원,
182,행복드림내과의원,내원,,,내원,내원,내원,내원,내원,
183,베토벤이비인후과의원,,내원,,,,,,,
184,세인트여성의원,,,,,,,,내원,
185,박준형내과의원,내원,,,내원,내원,내원,내원,내원,
186,행복준내과의원,내원,,,내원,내원,내원,,,
187,제미수소아청소년과의원,,내원,,,,,,,
188,삼성바른내과의원,내원,,,내원,내원,내원,,,
189,좋은숨김동규내과재활의학과의원,내원,,,내원,내원,내원,,,
190,서울삼성내과의원,내원,,,내원,내원,내원,내원,내원,
191,연세영등포내과의원,내원,,,내원,내원,내원,,,
192,에스케이내과의원,내원,,,내원,내원,내원,내원,내원,
193,연세선우치과의원,,,내원,,,,,,
194,연세이엔박치과의원,,,내원,,,,,,
195,네이버치과의원,,,내원,,,,,,
196,바르다정치과의원,,,내원,,,,,,
197,연세더순수치과의원,,,내원,,,,,,
198,에이스치과의원영등포문래동점,,,내원,,,,,,
199,대림봄치과의원,,,내원,,,,,,
200,이앤씨치과의원,,,내원,,,,,,
201,서울아크로치과의원,,,내원,,,,,,
202,바른약속치과의원,,,내원,,,,,,
203,좋은날치과의원,,,내원,,,,,,
204,연세미엘치과의원,,,내원,,,,,,
205,서울연세감성치과의원,,,내원,,,,,,
206,연세디자인치과의원,,,내원,,,,,,
207,원덴탈솔루션치과의원,,,내원,,,,,,
208,작은별소아치과의원,,,내원,,,,,,
209,신길정성치과의원,,,내원,,,,,,
210,국제모아치과의원,,,내원,,,,,,
211,감탄치과의원,,,내원,,,,,,
212,성모속튼튼내과의원,내원,,,내원,내원,내원,내원,내원,
213,문래한마음내과의원,내원,,,내원,내원,내원,내원,내원,
214,성모가정의원,내원,,,,,,,,
215,서울사랑내과의원,내원,,,내원,내원,내원,내원,내원,
216,조은탑내과의원,내원,,,내원,내원,내원,내원,내원,
217,오케이내과심장혈관흉부외과의원,내원,,,내원,내원,내원,내원,내원,
218,서울드림의원,내원,,,내원,내원,내원,내원,내원,
219,삼성햇살내과의원,내원,,,내원,내원,내원,내원,내원,
220,이화앤유영상의학과의원,,,,,,,내원,,
221,삼성다온내과의원,내원,,,내원,내원,내원,내원,내원,
222,애플산부인과의원,,,,,,,,내원,
223,당산헤스티아여성의원,,,,,,,,내원,
224,새로운내과의원,내원,,,,,,,,
225,당산센트럴내과의원,내원,,,내원,내원,내원,내원,내원,
226,이(e)마스터치과의원,,,내원,,,,,,
227,건국대학교병원,내원,내원,,내원,내원,내원,내원,내원,내원
228,혜민병원,내원,,,내원,내원,내원,내원,내원,내원
229,서울프라임병원,내원,,,내원,내원,내원,내원,내원,
230,국립정신건강센터,내원,,내원,,,내원,내원,,
231,김요한의원,,내원,,,,,,,
232,(사)인구보건복지협회서울지회가족보건의원,내원,내원,,내원,내원,내원,내원,내원,
233,이남희산부인과의원,,,,,,,,내원,
234,김소아과의원,,내원,,,,,,,
235,정문호소아과의원,,내원,,,,,,,
236,성동고려의원,내원,,,내원,내원,내원,내원,내원,
237,최진소아청소년과의원,,내원,,,,,,,
238,신성내과의원,내원,,,내원,내원,내원,,,
239,권오상산부인과의원,,,,,,,,내원,
240,전영미산부인과의원,,,,,,,,내원,
241,독일의원,내원,내원,,내원,내원,내원,내원,내원,
242,더불어내과의원,내원,,,내원,,내원,,,
243,김종웅내과의원,내원,,,내원,내원,내원,내원,내원,
244,권소아과의원,,내원,,,,,,,
245,엄민숙소아청소년과의원,,내원,,,,,,,
246,김신응내과의원,내원,,,내원,내원,내원,,,
247,서소아과의원,,내원,,,,,,,
248,어광수가정의학과의원,내원,내원,,내원,내원,내원,내원,내원,
249,고려산부인과의원,,,,,,,,내원,
250,푸른꿈소아과의원,,내원,,,,,,,
251,주명희산부인과의원,,,,,,,,내원,
252,조내과의원,내원,,,내원,,내원,,,
253,라일락산부인과의원,,,,,,,,내원,
254,서울가정의원,,내원,,,,,,,
255,퀸산부인과의원,,,,,,,,내원,
256,이내과의원,내원,,,내원,내원,내원,,,
257,서울내과의원,내원,,,내원,내원,내원,내원,내원,
258,김영관내과안과의원,내원,,,내원,내원,내원,내원,내원,
259,지킴내과의원,내원,,,내원,내원,내원,내원,,
260,에스(S)리더치과병원,,,내원,,,,,,
261,광진예치과병원,,,내원,,,,,,
262,정태련치과의원,,,내원,,,,,,
263,서울남치과의원,,,내원,,,,,,
264,이치과의원,,,내원,,,,,,
265,박봉기치과의원,,,내원,,,,,,
266,한도치과의원,,,내원,,,,,,
267,혜민치과의원,,,내원,,,,,,
268,기독필치과의원,,,내원,,,,,,
269,공선식치과의원,,,내원,,,,,,
270,길치과의원,,,내원,,,,,,
271,최대우치과의원,,,내원,,,,,,
272,크리스탈치과의원,,,내원,,,,,,
273,최종명치과의원,,,내원,,,,,,
274,상아치과의원,,,내원,,,,,,
275,김수용치과의원,,,내원,,,,,,
276,김성수치과의원,,,내원,,,,,,
277,사랑가득한치과의원,,,내원,,,,,,
278,모웅남치과의원,,,내원,,,,,,
279,제일치과의원,,,내원,,,,,,
280,박현수치과의원,,,내원,,,,,,
281,군자플란트치과의원,,,내원,,,,,,
282,레몬치과의원,,,내원,,,,,,
283,김종훈치과의원,,,내원,,,,,,
284,유디치과의원,,,내원,,,,,,
285,구의본치과의원,,,내원,,,,,,
286,보우치과의원,,,내원,,,,,,
287,정치과의원,,,내원,,,,,,
288,프라임치과의원,,,내원,,,,,,
289,서울캐릭터치과의원,,,내원,,,,,,
290,최병규치과의원,,,내원,,,,,,
291,사랑의치과의원,,,내원,,,,,,
292,우리아이치과의원,,,내원,,,,,,
293,유노치과의원,,,내원,,,,,,
294,새연세치과의원,,,내원,,,,,,
295,가람치과의원,,,내원,,,,,,
296,연세수치과의원,,,내원,,,,,,
297,우리들치과의원,,,내원,,,,,,
298,하이치과의원,,,내원,,,,,,
299,치아미치과의원,,,내원,,,,,,
300,서울미소치과의원,,,내원,,,,,,
301,루트웰치과의원,,,내원,,,,,,
302,허브치과의원,,,내원,,,,,,
303,제이앤피웰치과의원,,,내원,,,,,,
304,쉐르빌서울치과의원,,,내원,,,,,,
305,고우니치과의원,,,내원,,,,,,
306,연세나루치과의원,,,내원,,,,,,
307,미소인치과의원,,,내원,,,,,,
308,덴토피아환희치과의원,,,내원,,,,,,
309,새서울치과의원,,,내원,,,,,,
310,소망치과의원,,,내원,,,,,,
311,스타시티치과의원,,,내원,,,,,,
312,미소치과의원,,,내원,,,,,,
313,연세휴치과의원,,,내원,,,,,,
314,서울선치과의원,,,내원,,,,,,
315,미치과의원,,,내원,,,,,,
316,보스톤스마트치과의원,,,내원,,,,,,
317,연세고운미소치과의원,,,내원,,,,,,
318,광진정플란트치과의원,,,내원,,,,,,
319,예쁜얼굴바른이치과의원,,,내원,,,,,,
320,더서울치과의원,,,내원,,,,,,
321,이편한치과의원,,,내원,,,,,,
322,극동치과의원,,,내원,,,,,,
323,서울앞선치과의원,,,내원,,,,,,
324,이튼플러스치과의원,,,내원,,,,,,
325,치하임치과의원,,,내원,,,,,,
326,센트럴치과의원,,,내원,,,,,,
327,예이랑치과교정과치과의원,,,내원,,,,,,
328,서울하이안치과의원,,,내원,,,,,,
329,중곡우리치과의원,,,내원,,,,,,
330,미소웰치과의원,,,내원,,,,,,
331,서울개구장이치과의원,,,내원,,,,,,
332,연세반가운치과의원,,,내원,,,,,,
333,미소필치과의원,,,내원,,,,,,
334,서울삼성치과의원,,,내원,,,,,,
335,온아치과의원,,,내원,,,,,,
336,서울참조은치과의원,,,내원,,,,,,
337,원플러스치과의원,,,내원,,,,,,
338,굿프렌즈치과의원,,,내원,,,,,,
339,라이트치과의원,,,내원,,,,,,
340,동부플란트치과의원,,,내원,,,,,,
341,보배로운치과의원,,,내원,,,,,,
342,바른훈치과의원,,,내원,,,,,,
343,미앤진치과의원,,,내원,,,,,,
344,연세퍼스트치과의원,,,내원,,,,,,
345,마음이닿는치과의원,,,내원,,,,,,
346,헤이사랑치과의원,,,내원,,,,,,
347,서울미니플란트치과의원,,,내원,,,,,,
348,앨리스치과의원,,,내원,,,,,,
349,건대기억치과의원,,,내원,,,,,,
350,서울훈훈한치과의원,,,내원,,,,,,
351,스마일온서울치과교정과치과의원,,,내원,,,,,,
352,서울든든한치과의원,,,내원,,,,,,
353,연세원드림치과의원,,,내원,,,,,,
354,서울넘버원치과의원,,,내원,,,,,,
355,해맑은소아과의원,,내원,,,,,,,
356,지킴소아과의원,,내원,,,,,,,
357,큰열매여성의원,내원,내원,,,,내원,,내원,
358,화양본내과의원,내원,,,내원,내원,내원,내원,내원,
359,늘좋은내과의원,내원,,,내원,내원,내원,내원,내원,
360,길내과의원,내원,,,내원,,내원,,,
361,서울내외의원,내원,,,내원,내원,내원,내원,내원,
362,아가사랑소아청소년과의원,,내원,,,,,,,
363,프리마여성의원,,,,,,,,내원,
364,박상내과의원,내원,,,내원,내원,내원,,,
365,항석내과의원,내원,,,내원,내원,내원,내원,내원,
366,소연산부인과의원,,,,,,,,내원,
367,건대와이(Y)산부인과의원,,,,,,,,내원,
368,삼성열린내과의원,내원,,,내원,내원,내원,,,
369,참사랑가정의학과의원,,내원,,,,,,,
370,고은가정의학과의원,,내원,,,,,,,
371,서울삼성내과의원,내원,,,,,,,,
372,유앤장이비인후과의원,,내원,,,,,,,
373,군자건항외과의원,내원,,,내원,내원,,,,
374,가족애내과의원,내원,,,내원,내원,내원,,,
375,늘푸른연세의원,,내원,,,,,,,
376,주민내과의원,내원,,,내원,내원,내원,,,
377,주함외과의원,내원,,,내원,내원,내원,내원,,
378,강남훈내과의원,내원,,,내원,내원,내원,,,
379,한우식내과의원,내원,,,내원,내원,내원,,,
380,명소아청소년과의원,,내원,,,,,,,
381,365류마고내과의원,내원,,,내원,내원,내원,내원,내원,
382,이(e)서울내과의원,내원,,,내원,내원,내원,내원,내원,
383,김형준가정의학과의원,내원,내원,,내원,내원,내원,,,
384,샤인소아청소년과의원,,내원,,,,,,,
385,삼성키즈소아청소년과의원,,내원,,,,,,,
386,화양영상의학과의원,내원,,,,내원,내원,내원,내원,
387,로앤산부인과의원,,,,,,,,내원,
388,서울엠비(MB)내과의원,내원,,,내원,내원,내원,내원,내원,
389,키즈엘소아청소년과의원,,내원,,,,,,,
390,SC제일산부인과의원,,내원,,,,,내원,내원,
391,이(e)누리내과의원,내원,,,내원,내원,내원,내원,내원,
392,비타민의원,내원,,,내원,내원,내원,,,
393,아이쑥쑥소아청소년과의원,,내원,,,,,,,
394,김숙희여성의원,,,,,,,,내원,
395,중곡제일내과의원,내원,,,내원,내원,내원,,내원,
396,고려H내과의원,내원,,,내원,내원,내원,내원,내원,
397,수가정의학과의원,내원,,,내원,내원,내원,,내원,
398,이화소아청소년과의원,,내원,,,,,,,
399,서울굿모닝내과의원,내원,,,내원,내원,내원,내원,,
400,아산한빛의원,내원,,,내원,내원,내원,내원,내원,
401,아산박내과의원,,내원,,,,,,,
402,워커힐여성의원,,,,,,,,내원,
403,세종스포츠정형외과의원,내원,,,,,내원,,,
404,삼성신내과의원,내원,,,,,내원,,,
405,그대의봄여성의원,,,,,,,,내원,
406,서울필치과의원,,,내원,,,,,,
407,구의고운미치과의원,,,내원,,,,,,
408,서울베스트치과의원,,,내원,,,,,,
409,서울허브치과의원,,,내원,,,,,,
410,서울연세임정규우상치과의원,,,내원,,,,,,
411,더치과의원,,,내원,,,,,,
412,광진탑치과의원,,,내원,,,,,,
413,광진베스트치과의원,,,내원,,,,,,
414,봄날의미소치과의원,,,내원,,,,,,
415,연세안심치과의원,,,내원,,,,,,
416,좋은미소치과의원,,,내원,,,,,,
417,모아재활의학과소아청소년과의원,,내원,,,,,,,
418,시원누리내과의원,내원,,,내원,내원,내원,내원,내원,
419,서울건강내과의원,내원,,,내원,내원,내원,,,
420,성모푸른내과의원,내원,,,내원,내원,내원,,내원,
421,은유외과의원,,,,,,,내원,,
422,연세박윤혜내과의원,내원,,,내원,내원,내원,내원,내원,
423,구의센트럴내과의원,내원,,,내원,내원,내원,내원,내원,
424,올유메디컬의원,내원,,,내원,내원,내원,내원,내원,
425,루트여성의원,내원,,,,,내원,내원,내원,
426,구의베스트내과의원,내원,,,내원,내원,내원,내원,내원,
427,이유여성의원,,,,,,,,내원,
428,아톰정형외과의원,내원,,,,,,,,
429,경희아산내과의원,내원,,,내원,내원,내원,,,
430,서울특별시동부병원,내원,내원,내원,내원,내원,내원,내원,내원,내원
431,삼육서울병원,내원+출장,내원,내원,내원,내원,내원,내원,내원,내원
432,경희대학교병원,내원+출장,내원,,내원,내원,내원,내원,내원,내원
433,서울성심병원,내원,내원,내원,내원,내원,내원,내원,내원,내원
434,코리아병원,내원,,,내원,,내원,,,
435,영동병원,내원,,,내원,내원,내원,,,
436,참튼튼병원,내원,,,내원,내원,내원,,,
437,린여성병원,내원,,내원,내원,내원,내원,내원,내원,
438,하늘병원,내원,,,내원,내원,내원,내원,,
439,서울나은병원,내원,,,내원,내원,내원,,내원,
440,엔플러스병원,내원,내원,,내원,내원,내원,내원,내원,
441,이연희산부인과의원,,,,,,,,내원,
442,최정애산부인과의원,,,,,,,,내원,
443,황인규산부인과의원,,,,,,,,내원,
444,허성욱내과의원,내원,,,,,,,,
445,윤명진윤나리내과의원,내원,,,내원,내원,내원,,,
446,새서울외과의원,내원,,,,,,,,
447,장세영소아과의원,,내원,,,,,,,
448,서울연세의원,내원,,,,내원,내원,,,
449,이소아과의원,,내원,,,,,,,
450,한국건강관리협회건강증진의원,내원,,,내원,내원,내원,내원,내원,
451,혜성플러스의원,내원,,,,,,,,
452,유진내과의원,내원,,,내원,,내원,,,
453,최은림산부인과의원,,,,,,,,내원,
454,현대중앙의원,내원,,,내원,내원,내원,,,
455,김현우내과의원,내원,,,내원,내원,내원,내원,내원,
456,주정형외과의원,내원,,,,,,,,
457,강신구가정의학과의원,,내원,,,,,,,
458,보인내과의원,내원,,,내원,,내원,,,
459,이성배내과의원,내원,,,내원,,내원,,,
460,김흥기산부인과의원,,,,,,,,내원,
461,경희대학교치과병원,,,내원+출장,,,,,,
462,삼육치과병원,,,내원+출장,,,,,,
463,시카고치과병원,,,내원,,,,,,
464,엘치과병원,,,내원,,,,,,
465,조치과의원,,,내원,,,,,,
466,허치과의원,,,내원,,,,,,
467,연세백석치과의원,,,내원,,,,,,
468,새하얀서울치과의원,,,내원,,,,,,
469,유석천치과의원,,,내원,,,,,,
470,서울리더스치과의원,,,내원,,,,,,
471,연세치과의원,,,내원,,,,,,
472,김선호치과의원,,,내원,,,,,,
473,소문난치과의원,,,내원,,,,,,
474,조영준치과의원,,,내원,,,,,,
475,늘솜치과의원,,,내원,,,,,,
476,한치과의원,,,내원,,,,,,
477,캘리포니아치과의원,,,내원,,,,,,
478,최치과의원,,,내원,,,,,,
479,제노치과의원,,,내원,,,,,,
480,유치과의원,,,내원,,,,,,
481,페리오플란트치과의원,,,내원,,,,,,
482,문성규치과의원,,,내원,,,,,,
483,윤호치과의원,,,내원,,,,,,
484,초이스치과의원,,,내원,,,,,,
485,제기유디치과의원,,,내원,,,,,,
486,와이엠(YM)예미안치과의원,,,내원,,,,,,
487,이현아치과의원,,,내원,,,,,,
488,최치과의원,,,내원,,,,,,
489,서울프라임치과의원,,,내원,,,,,,
490,새서울치과의원,,,내원,,,,,,
491,서울인치과의원,,,내원,,,,,,
492,박광선치과의원,,,내원,,,,,,
493,늘푸른치과의원,,,내원,,,,,,
494,사랑이가득한치과의원,,,내원,,,,,,
495,임치과의원,,,내원,,,,,,
496,연세밝은미소치과의원,,,내원,,,,,,
497,미서울치과의원,,,내원,,,,,,
498,연세흰돌치과의원,,,내원,,,,,,
499,한솔치과의원,,,내원,,,,,,
500,플러스덴치과의원,,,내원,,,,,,
501,E&I치과의원,,,내원,,,,,,
502,더시카고어린세상치과의원,,,내원,,,,,,
503,웰치과의원,,,내원,,,,,,
504,굿모닝치과의원,,,내원,,,,,,
505,엘플란트치과의원,,,내원,,,,,,
506,EB치과의원,,,내원,,,,,,
507,올치과의원,,,내원,,,,,,
508,연세키즈주니어치과의원,,,내원,,,,,,
509,연세휴치과의원,,,내원,,,,,,
510,청량리연세휴치과의원,,,내원,,,,,,
511,곤치과의원,,,내원,,,,,,
512,서울이앤이치과의원,,,내원,,,,,,
513,고운얼굴치과의원,,,내원,,,,,,
514,우리가족치과의원,,,내원,,,,,,
515,연세한스치과의원,,,내원,,,,,,
516,서울원치과의원,,,내원,,,,,,
517,강&이치과의원,,,내원,,,,,,
518,서울바른치과의원,,,내원,,,,,,
519,튼튼플란트치과의원,,,내원,,,,,,
520,연세바른이치과의원,,,내원,,,,,,
521,시카고초콜렛치과의원,,,내원,,,,,,
522,서울키즈파파치과의원,,,내원,,,,,,
523,한국건강관리협회건강증진치과의원,,,내원,,,,,,
524,예담치과의원,,,내원,,,,,,
525,나무치과의원,,,내원,,,,,,
526,서울완수치과의원,,,내원,,,,,,
527,반짝반짝어린이치과의원,,,내원,,,,,,
528,영동수치과의원,,,내원,,,,,,
529,래미안서울치과의원,,,내원,,,,,,
530,에이블치과의원,,,내원,,,,,,
531,서울유앤치과의원,,,내원,,,,,,
532,더감동치과의원,,,내원,,,,,,
533,백년치과의원,,,내원,,,,,,
534,서울올바르다치과의원,,,내원,,,,,,
535,서울기쁨치과의원,,,내원,,,,,,
536,경동수치과의원,,,내원,,,,,,
537,보스톤튼튼치과의원,,,내원,,,,,,
538,해날치과의원,,,내원,,,,,,
539,연세준치과교정과치과의원,,,내원,,,,,,
540,보스톤치과의원,,,내원,,,,,,
541,더끌림치과의원,,,내원,,,,,,
542,더끌림소아치과의원,,,내원,,,,,,
543,서울우수치과의원,,,내원,,,,,,
544,서울유플란트치과의원,,,내원,,,,,,
545,두산치과의원,,,내원,,,,,,
546,서울미치과의원,,,내원,,,,,,
547,라이트치과의원,,,내원,,,,,,
548,청량리연세제일치과의원,,,내원,,,,,,
549,제이웰365치과의원,,,내원,,,,,,
550,광덕안정치과의원청량리점,,,내원,,,,,,
551,서울뉴본치과의원,,,내원,,,,,,
552,이데아치과의원,,,내원,,,,,,
553,신현준&신은혜치과의원,,,내원,,,,,,
554,다서울치과의원,,,내원,,,,,,
555,디엠치과의원,,,내원,,,,,,
556,바른약속치과의원,,,내원,,,,,,
557,서울저스트치과의원,,,내원,,,,,,
558,연세다정한치과교정과치과의원,,,내원,,,,,,
559,더섬세한치과의원,,,내원,,,,,,
560,연세청량한치과의원,,,내원,,,,,,
561,연세아늑한소아치과의원,,,내원,,,,,,
562,스마일치과의원,,,내원,,,,,,
563,성소아청소년과의원,,내원,,,,,,,
564,우리외과의원,내원,,,내원,내원,,,,
565,연세이문소아청소년과의원,,내원,,,,,,,
566,조은내과의원,내원,내원,,내원,,내원,,,
567,휘경우리들내과의원,내원,,,내원,내원,내원,,,
568,전소아청소년과의원,,내원,,,,,,,
569,아람소아청소년과의원,,내원,,,,,,,
